,title,url,work,venue,city,rating,date,author,full_text
1359,Arabella review at Garsington Oxfordshire,https://www.thestage.co.uk/reviews/2005/arabella-review-at-garsington-oxfordshire/,Arabella,Garsington Oxfordshire,Arabella review at Garsington Oxfordshire,,2005-06-23,George Hall,"David Fielding’s designs for the Bar Zodiac in the Hotel Osterreich place the period of his production of Strauss’s opera around the time of its premiere – 1933. Clever and witty, as well as beautifully constructed, they are surely among the best ever seen on the Garsington stage.Fielding’s production too is right out of the top drawer. Arabella used to be criticised as a rerun of Der Rosenkavalier, musically undistinguished and dramatically Mills and Boon territory. That’s not how it comes over here. Instead, we see a subtle and moving comedy of relationships. Fielding finds hidden depths in the piece and explores them with insight and tenderness.Musically, the score is in the safe hands of conductor Elgar Howarth, who shines perceptive lights into all sorts of corners and gives the lyrical highlights real radiance. The orchestra plays marvellously.Between them, director and conductor draw the best out of a strong cast. Orla Boylan’s elegant portrait of the heroine who waits for Mr Right is expertly judged and finely sung. Running her close is Peter Coleman-Wright’s vivid Mandryka, who comes to Vienna from the back of beyond to claim his bride. A few insecurities apart, Cora Burggraaf excels as Arabella’s sister Zdenka while Jeffrey Lloyd-Roberts is touching as her confused beau Matteo.There are memorable standouts too from Phyllis Cannan and Stephen Richardson as Arabella’s eccentric parents. But it is a terrific ensemble that really reveals the quality of the piece as rarely before.
Garsington, Oxfordshire, June 14-July 6"
1360,Maria Stuarda review at The Grange Hampshire,https://www.thestage.co.uk/reviews/2005/maria-stuarda-review-at-the-grange-hampshire/,Maria Stuarda,The Grange Hampshire,Maria Stuarda review at The Grange Hampshire,,2005-06-16,George Hall,"The playwright Schiller was also a historian and knew perfectly well that Queen Elizabeth I and Mary Stuart never met. But in the theatre, artistic truth counts more than historical truth and the confrontation scene he wrote for the two queens, as included by Donizetti in his opera based on Schiller’s play, can be one of the most thrilling of vocal contests. It is so in Grange Park Opera’s production, due to the presence of two commanding sopranos who here take each other on, no holds barred.Throughout, Janis Kelly sings a purposeful Elizabeth, the monarch’s pride and vulnerability imaginatively realised in both vocal and physical terms.Donizetti allots wonderful lyrical opportunities to Mary Stuart herself and Majella Cullagh seizes them all, giving the music a luminous quality and shaping the lines skilfully. Between them, this regal duo ensures a marvellous evening.But there is positive support from Quentin Hayes as Elizabeth’s canny advisor Cecil, from Jonathan Best as Mary’s supporter Talbot and from Adrian Dwyer as Leicester, whose emotional involvement with both women helps seal Mary’s fate.Stephen Langridge’s production is well directed, though George Souglides’ set for Mary’s prison looks out of period and the opera’s closing tableau is frankly muffed. Chorus and orchestra are strong, though Sergio La Stella’s conducting is no more than efficient, failing to highlight many of the strengths of what is one of Donizetti’s finest scores.
The Grange, Hampshire, June 7, 9, 11, 17, 19, 27, July 5"
1361,The Bartered Bride review at Glyndebourne Sussex,https://www.thestage.co.uk/reviews/2005/the-bartered-bride-review-at-glyndebourne-sussex/,The Bartered Bride,Glyndebourne Sussex,The Bartered Bride review at Glyndebourne Sussex,,2005-06-16,George Hall,"Like all great comedies, Smetana’s opera deals with serious issues and in Nikolaus Lehnhoff’s production, set in a Czech village hall in the fifties, we’re allowed to glimpse the work’s dark undertones and experience its moments of potential tragedy to the full. But it’s a balanced reading and Lehnhoff never loses sight of its life-affirming qualities and sheer fun.This is also a rich and stylish musical reading of the most popular of Czech operas. Dietfried Bernet conducts a vigorous, clean-edged account of the score and the London Philharmonic Orchestra plays superbly.Leading the cast are the charming Marenka of Solveig Kringelborn, who lacks edge in the great Act III aria but is engaging throughout, and the Jenik of Julian Gavin, whose voice soars effortlessly up to the top notes and whose smart village lad characterisation is immaculately realised. Equally good are Reinhard Dorn’s canny but ultimately defeated marriage broker Kecal and Wolfgang Ablinger-Sperrhacke’s shy, stuttering Vasek, who touches the heart.Strong standouts from Andrew Shore and Diana Montague as Marenka’s parents and from Frances McCafferty and Alan Fairs as Vasek’s. Andrew Forbes-Lane does a brilliant comedy turn as the Ringmaster of a visiting English circus, while at the piano Duncan Williams’s one-man Dance of the Comedians is a tour-de-force.But it’s a great ensemble. Like Lehnhoff’s three Janacek productions for Glyndebourne, this is destined for classic status and a show not to be missed on any account.
Glyndebourne, Sussex, June 11-August 4"
1362,La Sonnambula review at Holland Park Theatre London,https://www.thestage.co.uk/reviews/2005/la-sonnambula-review-at-holland-park-theatre-london/,La Sonnambula,Holland Park Theatre London,La Sonnambula review at Holland Park Theatre London,,2005-06-16,David Blewitt,"Bel canto operas need directors of flair and imagination, especially Bellini’s slender sleepwalking anecdote, whose delightful score doesn’t easily translate into action. Alasdair Middleton lacks both qualities. His inept staging is also devoid of stagecraft.For the first half hour the chorus, behaving like Tyrolean munchkins, are stuck upstage glued to Bob Bailey’s Advent calendar-like angled flats with cut-out firs, as are Amina, her fianc? Elvino and the Notary when they turn up. The sulking Lisa is tucked away to the side downstage.Thereafter the hapless chorus – how they must long to get back into the action of Holland Park’s Macbeth – spend most of the evening standing around like lemons trying to look animated. Inexplicably, Middleton has them wander through woods wearing night-shirts. The principals do their own thing more or less successfully.The Amina is a cipher. Her command of the vocal line is only adequate, her acting consists of drifting disconsolately around the stage. One wonders what Paul Austin Kelly’s elegant Elvino sees in her. Though his pleasing tenor sounds stretched in alt, he phrases tastefully and almost achieves a three-dimensional characterisation.Tim Mirfin’s Rodolfo is the star. His dark chocolatey bass seamlessly shapes a vital legato line but he needs coaching on how to carry himself onstage. Kate Ladner is the sparky yet devious Lisa.Brad Cohen’s conducting, usually so sound in this repertoire, oscillates between the swooning and the hectic. Deprived of a sustained momentum, the score limps along lumpily. Rapport between pit and stage is often precarious. Not a happy occasion.
Holland Park Theatre, London, June 8, 10, 14,16, 18, 21, 23, 25"
1363,Macbeth review at Holland Park Theatre London,https://www.thestage.co.uk/reviews/2005/macbeth-review-at-holland-park-theatre-london/,Macbeth,Holland Park Theatre London,Macbeth review at Holland Park Theatre London,,2005-06-16,David Blewitt,"Opera Holland Park’s stunning opening production puts to shame Glyndebourne’s and Grange Park’s, respectively nondescript and pointless. Director Olivia Fuchs lays down a clear narrative, solves the troublesome problem of the witches – punk ladettes in aggressive black gear – and elicits hair-raising performances from the Macbeths.Designer Bob Bailey provides a white enclave with trucked metal towers to the sides. Giuseppe di Lorio lights it with harsh, unsparing light. Red trickles down white walls intensify as the murderous duo become steeped in blood. The witches and Banquo’s assassins cling threateningly to the towers, signifying the cage/castle from whose epicentre the feral Macbeths ruthlessly wield power.John Gibbons guides the City of London Sinfonia and the youthful chorus through a impactful reading whose tempos, if at times deliberate, always support the singers. The witches’ interventions pack a menacing punch, while those with the Macbeths establish their passion for each other so destructive to others.Miriam Murphy’s terrifying Lady Macbeth fearlessly negotiates the demanding vocal lines, bringing to them an expressive range of colours and dynamics. Singing always off words, she delivers the second verse of the Brindisi angrily through gritted teeth. Her sleepwalking scene is a harrowing tour de force. Why have the major houses ignored her?Olafur Sigurdarson also impresses, his Macbeth a stocky bundle of restless energy. However, he needs to bring more light and shade to his tireless, at times exhausting, singing. There is more to the role than upfront vocal power. Mark Beesley is the sympathetic Banquo, Leonardo Capalbo the impassioned Macduff.
Holland Park Theatre, London, June 7, 9, 11, 15, 17, 20, 22, 24"
1364,Eugene Onegin review at Coliseum London,https://www.thestage.co.uk/reviews/2005/eugene-onegin-review-at-coliseum-london/,Eugene Onegin,Coliseum London,Eugene Onegin review at Coliseum London,,2005-06-16,George Hall,"Julia Hollander’s 1994 production has not worn well. Tahra Kharibian’s costumes give a recognisable image of the opera’s location and period – provincial Russia and St Petersburg in the 1820s – but Fotini Dimou’s sets are undistinguished and at times anonymous.Within them, the playing out of this subtle tale of a cold man who thaws too late and an impulsive teenage girl who settles for respectable marriage rather than love is variously cliché-ridden or a blank. None of the characters registers as a fully sentient three-dimensional creation. Extraneous matter – such as cutesy kids running around to no discernible purpose – takes the place of searching direction.There are a couple of strong elements. Peter Rose’s Gremin is sung with startling directness, full tone and every word coming over loud and clear. Gerald Finley’s Onegin also makes every word tell – no need for surtitles with these two around – but dramatically he scarcely charts the vital journey between the supercilious snob of the early scenes and the broken figure of the denouement. From an artist such as Finley, this is disappointing.Nor does Catrin Wyn-Davies suggest young Tatyana’s bookish vulnerability. Her tone is sometimes wild and the notes alarmingly non-specific. Gwyn Hughes Jones’s Lensky is vocally tight and dramatically a non-event.Nor does Jonathan Darlington’s conducting connect with the deep emotions and characteristic colours of the score. Like the rest of the show, it is a superficial account of a masterpiece.
Coliseum, London, June 10, 14, 17, 20, 22, 25"
1365,Le Comte Ory review at Garsington Manor Oxfordshire,https://www.thestage.co.uk/reviews/2005/le-comte-ory-review-at-garsington-manor-oxfordshire/,Le Comte Ory,Garsington Manor Oxfordshire,Le Comte Ory review at Garsington Manor Oxfordshire,,2005-06-15,Edward Bhesania,"The first of this year’s three offerings in the grounds of Oxfordshire’s Garsington Manor was worth braving the (as yet) underdeveloped British summer for. A sunny piazza cafe is the setting in which the village beauties vie for the attention of, in this instance, a white-suited, blind, new-age hermit. He is of course, the conniving Count Ory in disguise.Sung by Colin Lee, his light high tenor started out with a slightly rough edge but soon found its lyrical vein, which Lee managed to sustain throughout. Opposite him Juanita Lascarro is the luxuriously cast countess, equally at home with comic acting as with the vocal demands of her role.Dean Robinson, as Ory’s tutor, tends to get caught up in chesty resonance, and Anne-Marie Owens’s Ragonde is rather more fruity than we might have bargained for. But the Croatian baritone Miljenko Turk makes a striking British debut as Raimbaud, combining vocal richness with brilliance, and commanding the stage in his aria following his discovery of the castle’s wine cellar. Victoria Simmonds brings sophisticated, almost understated, dramatic coherence to the role of Isolier, as well as ample vocal flexibility.The faster comic pacing of Act II is palpable, and the drinking song routine with Ory and his men, disguised as nuns, a hit. By comparison, Ory’s mistaken identity assignation with the countess acquires an almost balletic poignancy. David Parry conducts an orchestra of fine professionals, drawing out colourful playing and sensitive accompaniment.
Garsington Manor, Oxfordshire, June 11, 15, 18, 22, 25, July 3, 8 "
1366,Rigoletto review at Royal Opera House London,https://www.thestage.co.uk/reviews/2005/rigoletto-review-at-royal-opera-house-london/,Rigoletto,Royal Opera House London,Rigoletto review at Royal Opera House London,,2005-06-15,Edward Bhesania,"David McVicar’s production for the Royal Opera returns every bit as intense as its original four years ago. The hedonistic opening orgy establishes the court of the Duke of Mantua as a symbol of anarchy and abuse, with an immature, playboy Duke at its centre.The angled facade of Michael Vale’s set rotates to reveal the interior of the jester Rigoletto’s home, where his preoccupations turn from his courtly performances to the chastity of his daughter, and with the curse set upon him by Monterone. The public and private worlds are sharply defined in the production, yet a darkness pervades all, emphasising that Rigoletto is barely less prescient in the night-time scene when he is blindfolded and duped into abducting his own daughter, than when the blindfold is removed.Paolo Gavanello returns as the black leather-clad, deformed jester of the title role, his hobble barely preventing his scuttling around court. This is a massive role vocally, and his stamina is undiminished throughout. Furthermore, his whole vocal world reflects his unsophistication and vulnerability, never straying into implausible smoothness.Piotr Beczala is a suitably heroic tenor whose childish power is offset only by his ardour for women. And completing the well-cast principal roles are Anna Netrebko’s Gilda, brilliantly sung and effortlessly sustained, and American Eric Halfvarson’s quietly confident assassin Sparafucile. The minor courtiers do not always make their mark and neither does Darren Jeffery’s Monterone, despite cutting an imposing figure, but this barely damages the compelling drama. Edward Downes returns to elicit strong and detailed playing from the Royal Opera Orchestra.
Royal Opera House, London, June 10, 13, 16, 18, 21, 23, 25, July 6, 9, 13"
1367,Don Giovanni review at The Grange Hampshire,https://www.thestage.co.uk/reviews/2005/don-giovanni-review-at-the-grange-hampshire/,Don Giovanni,The Grange Hampshire,Don Giovanni review at The Grange Hampshire,,2005-06-15,David Blewitt,"Daniel Slater has directed some superb productions but his take on Don Giovanni, which opened the Grange Park season, is a total bummer.The text is apparently the Vienna version. Recit is cut back, the scene of Masetto’s beating-up is so reduced it barely registers, Zerlina loses her subsequent aria ‘Vedrai, carino’ and Elvira’s ‘Mi tradi’ is butchered nonsensically. All of which is unacceptable at a festival but presumably obviates paying overtime.Francis O’Connor’s setting has a shattered mirror as ceiling, Chris Davey’s murky lighting design creating criss-crosses of scintillating light which continually obscure the players. Furniture comprises odd chairs and a Last Supper table on a revolve.Sepulchral, non-singing extras in 18th-century gear sit at the long table and manoeuvre props. So, no companions for Zerlina’s and Masetto’s betrothal celebrations, no peasantry at Giovanni’s bash to reflect the irony of his ‘Viva la libert?’.During the Overture Giovanni weds then tups Elvira and has sex with a consenting Anna, whom he promptly dumps. Is that why she pretends not to recognise Giovanni once into the action, resists Ottavio’s amorous appeals but sets him on to avenge her ‘rape’?There is no descent into hell at the finale. Instead, Elvira stabs the Don for the ghostly Commendatore, then joins the remaining protagonists, who swagger on as Grange Park audience surrogates and tuck roisteringly into their picnics.The singing is mediocre to dreadful, the acting coarse to bland. Stefan Solyom conducts a reading which does some justice to Mozart’s glorious score. Otherwise, it’s disgraceful farrago.
The Grange, Hampshire, June 6, 8, 10, 16, 18, 26, 28, 29"
1368,Fidelio review at Theatre Royal Glasgow,https://www.thestage.co.uk/reviews/2005/fidelio-review-at-theatre-royal-glasgow/,Fidelio,Theatre Royal Glasgow,Fidelio review at Theatre Royal Glasgow,,2005-06-15,Thom Dibdin,"There is something of the advent calender about Simon Daw’s set for Scottish Opera’s revival of Fidelio. Each scene is revealed through a different rectangular opening in the black curtain which covers the front of the stage. It is a trick which allows for a real sense of the claustrophobia of the setting, focusing on each successive scene, making each distinct from the next, but also giving the idea of a constricting warren of a prison from which escape only comes in the final triumphant exodus.If the set is compact and minimal – with a similar lighting design which only enhances the changing moods of the opera – there is nothing of that about the singing itself. Director Tim Albery has identified the physical minutiae which is universal and timeless about any totalitarian regime, and allowed Beethoven’s music to breathe and soar the full range of its emotion within these confines. It is at once particular and at the same time universal.At the core of the evening, Ian Storey gives a magnificent rendition of the prisoner, Florestan, with a voice which is as big and noble as it should be. But the real delight comes in the way in which the whole piece is set up – the domesticity of  Sarah Redgwick’s clearly and lightly sung Marzelline, with Ulrich Dunnebach’s forceful Rocco and Colin Judson’s rather wheedling Jaquino.Elizabeth Byrne starts well as Leonore but in such a freely flowing production her voice sounds tight at the top of her range.
Theatre Royal, Glasgow, May 27-June 10, then touring"
1369,The Little Green Swallow review at Guildhall School of Music and Drama London,https://www.thestage.co.uk/reviews/2005/the-little-green-swallow-review-at-guildhall-school-of-music-and-drama-london/,The Little Green Swallow,Guildhall School of Music and Drama London,The Little Green Swallow review at Guildhall School of Music and Drama London,,2005-06-09,George Hall,"Jonathan Dove is one of our most prolific stage composers and his 1993 opera, originally written in Italian for the Batignano Festival, certainly deserved a UK production. Its source is an 18th century play by Carlo Gozzi, whose fairytale world also inspired Turandot and The Love for Three Oranges. Indeed, the story is a sequel to Prokofiev’s brilliant comedy.Anyone who knows Dove’s more recent opera Flight will be familiar with the style of this piece, which is influenced by John Adams and Stephen Sondheim. It is an agreeable blend and Dove’s orchestration for 13-piece ensemble is immaculate but his pacing is uncertain. There is a good deal of plot to get through before the happy ending, and the three acts feel long, with some of the ideas being too often repeated.Still, it provides opportunities for a large and busy cast, though it is unclear where the action of Martin Lloyd-Evans’s production takes place – the storeroom basement of a museum, perhaps, in Dick Bird’s set.It is an ensemble piece, with no real standouts, though everyone undertakes his or her role with credit, except in respect of diction, which is poor. This is an absolutely vital skill for students, whatever language they’re singing in – English on this occasion.The best element of the evening is the confident playing of the band under the always assured baton of Dominic Wheeler.
Guildhall School of Music and Drama, London, June 2, 4, 6, 8"
1370,The Magic Flute review at Wales Millennium Centre Cardiff,https://www.thestage.co.uk/reviews/2005/the-magic-flute-review-at-wales-millennium-centre-cardiff/,The Magic Flute,Wales Millennium Centre Cardiff,The Magic Flute review at Wales Millennium Centre Cardiff,,2005-06-03,Jon Holliday,"Julian Crouch’s box set of nine doors, against an ever-changing sky, imposes commendable unity on Dominic Cooke’s imaginative and most accessible production. The pantomimic aspect is not awkwardly self-conscious, nor is the music hall technique of connecting with the audience, while the continual opening and shutting of doors introduces an element of French farce.In this first new production of The Magic Flute by WNO in 26 years, the atmosphere, while paying due attention to the solemn themes of honesty, duty, courage and love, is lightened warmly by its Magritte-inspired appearance. The costume designs by Kevin Pollard provide constant delight and there are excellent visual jokes, including an attack by a vicious giant lobster, three boys on aerial bicycles and some quite delightful animals. Sarastro’s priests, gaily suited, bowler-hatted, umbrella-sporting – an all-Orange Order literally – are a joy, poking their heads through trapdoors in the floor whenever cabinet opinions are required.As Papageno, Teddy Tahu Rhodes is outstanding, an exotic and loony cowardy custard, a comic portrayal to savour. Peter Wedd and Rebecca Evans combine stylishly as Tamino and Pamina, though at times overshadowed by the visual effects. As the Queen of the Night, Katarzyna Dondalska finds it hard to make the necessary impact, while Brindley Sherratt in satisfying voice shows assured authority as Sarastro.Jean-Yves Ossonce conducts a finely balanced account of this sublime score, filling the huge Donald Gordon auditorium, answering those who feared loss of intimacy. This English version by Jeremy Sams works well in the dialogue, though too much of the lyrics, especially with the female singers, is lost – which of course does not happen when the company’s admirable surtitle service enlightens foreign language operas.
Wales Millennium Centre, Cardiff, May 14, 20, 22, 24 then touring"
1371,Cosi fan tutte review at Coliseum London,https://www.thestage.co.uk/reviews/2005/cosi-fan-tutte-review-at-coliseum-london/,Cosi fan tutte,Coliseum London,Cosi fan tutte review at Coliseum London,,2005-06-03,George Hall,"Steven Stead directs this purposeful revival of Matthew Warchus’s 2002 production, which places the classic comedy of ambiguity in an early twentieth century setting, with Laura Hopkins’s designs adding surrealist touches. The production’s sole flaw is to have jettisoned Mozart’s choruses without so much as a by your leave. That’s really not on in a major opera company.The rest is intelligent and witty, especially as played by this classy cast. Gregory Turay’s Ferrando suffers from mottled tone but is attractively sung and acted. Mark Stone – whose addition to the company has proved a real boost – is a canny and likeable Guglielmo.As their lovers, Cara O’Sullivan is funny and ebullient as Fiordiligi and also sings heroically – her Per pieta is a true highlight. Anne Marie Gibbons is equally precise and personable as Dorabella.But it’s the two manipulators of this refined yet painful comedy of the human heart that win the most tricks. Robert Poulton’s savvy, seen-it-all Alfonso is a joy, while Lillian Watson remains the most stylish Despina around today. They and the rest of the cast see to it that much of Jeremy Sams’s clever translation bounces out into the auditorium.The gifted young conductor Edward Gardner is at the helm. Though his tempi are occasionally on the fast side, which doesn’t always allow Mozart’s notes to register clearly, he maintains an exhilarating sense of momentum on this highly enjoyable musical journey.
Coliseum, London, May 26-June 24"
1372,Duke Bluebeard’s Castle review at Town Hall Leeds,https://www.thestage.co.uk/reviews/2005/duke-bluebeard-s-castle-review-at-town-hall-leeds/,Duke Bluebeard’s Castle,Town Hall Leeds,Duke Bluebeard’s Castle review at Town Hall Leeds,,2005-06-03,David Blewitt,"Opera North’s first offering away from its home base – currently closed for extensive restoration work – comprised a double bill of Bartok’s only opera, prefaced by the two Suites from Ravel’s Daphnis and Chlo?. It was a transcendent occasion.Richard Farnes led the orchestra through a sumptuous reading of Ravel’s glittering score, the rhythmic drive achieving Bacchic abandon. Kevin Gowland’s effortlessly relaxed flute-playing in Pantomime was unnervingly erotic.No surprise, therefore, that Farnes and his forces delivered an impassioned, deeply resonant reading of Bartok’s extraordinary masterpiece, for it is the orchestra which realises the agonised sighs and groans of Bluebeard’s castle, which reveals the protagonists’ inner states in orchestration of refinement, subtlety and power.Hungarian conductors tend to move the piece more but Farnes’ firm grip on the work’s architecture meant that his steadier revelation of its psychological complexities was no less profound.Giles Havergal’s semi-staging allowed the protagonists to move effectively and discreetly. Aisles led to a playing area between the string section and wind band, above which an angled screen carried abstract projections, implying the inner meanings behind the closed doors of the castle.As Judith and Bluebeard, Sally Burgess and John Tomlinson generated an emotional intensity which riveted the audience spellbound to their seats. Both put across words with exemplary clarity, gave shape and meaning to the vocal line and thrillingly inhabited character with a telling understatement. It was sheer perfection. So why do British companies continue shamefully to ignore Burgess’ inimitable artistry?
Town Hall, Leeds, May 27, then touring until"
1373,Orphee review at Linbury Studio London,https://www.thestage.co.uk/reviews/2005/orphee-review-at-linbury-studio-london/,Orphee,Linbury Studio London,Orphee review at Linbury Studio London,,2005-06-03,George Hall,"In Es Devlin’s remarkable designs, imaginatively lit by Bruno Poet, the seemingly infinitely adaptable Linbury Studio takes on an entirely new configuration for this UK premiere production of Philip Glass’s 1993 opera. With the audience seated on opposite sides of the proscenium arch, the central performing space rises and falls to offer a multi-layered view of events, based on Jean Cocteau’s classic 1950 movie.It is a world of ambiguity and mystery, tellingly recreated in Francisco Negrin’s production. At its source is the age-old myth of Orpheus and Eurydice, refracted through Cocteau’s highly personal version and then refracted again through Glass’s distinctive score.Glass devotees will revel in its sustained repetitions, though his detractors will be bored. But in this work, more than in previous scores, Glass rises to a couple of scenes – one set in the Zone, the kingdom of death, the other the close of the piece, when the poet and his wife resume their life together – that are harmonically memorable and even melodic. The rest is the Glass mixture as before.But all in all a worthwhile venture for the Royal Opera, though musically things are not as precise under conductor Rory Macdonald as they deserve to be. There are vocal uncertainties too. But Ha Young Lee fascinates as the enigmatic Princess, Jared Holt works hard and to some effect as Orphee and both Katie van Kooten as Eurydice and Andrew Kennedy as Heurtebise are confident.
Linbury Studio, London, May 27-June 5"
1374,The Death of Gogol and the 1969 Eurovision Song Contest review at The Drill Hall London,https://www.thestage.co.uk/reviews/2005/the-death-of-gogol-and-the-1969-eurovision-song-contest-review-at-the-drill-hall-london/,The Death of Gogol and the 1969 Eurovision Song Contest,The Drill Hall London,The Death of Gogol and the 1969 Eurovision Song Contest review at The Drill Hall London,,2005-05-26,Paul Vale,"Whatever preconceptions we may have surrounding the mythology of the Eurovision Song Contest it cannot prepare you for the vision that Tim Luscombe has created. After ten years Stuart has finally completed his radical treatise on the effect of homosexuality on Nikolai Gogol. Before he posts his work off he has to prepare dinner for a rather unexpected date with his window cleaner. As if his procrastination can become any more laboured, he decides to watch, once again, his video recording of the 1969 Eurovision Song Contest.Each one of these influences may be cause to a mass of camp humour but Luscombe wisely steers clear of this as Stuart’s story is one that takes him into desperation and finally madness. Duncan Wisbey is a superlative performer, able to generate all the excitement and anticipation of the contest in the guise of Dutch entry, Lenny Kuhr, while easily slipping into other, more menacing personae such as Gogol’s manservant or, perhaps more telling, the character of Gogol’s Diary of a Madman. Wisbey also performs excerpts from many of the entrants, gives a rendition of Kuhr’s De Troubadour number in perfect Dutch, and, as the communist Kuhr, swipes a few well-timed bon-mots at British arrogance and Lulu’s entourage.This production encapsulates as perfect a balance of tragi-comedy as can possibly be achieved. The song contest offers the opportunity for laughter and tension while the real human tragedy of Stuart’s pathetic, doomed existence is skilfully intertwined with the death of the Ukrainian writer.Ê
The Drill Hall, London, 12 May-5 June"
1375,Die Zauberflote review at Glyndebourne Sussex,https://www.thestage.co.uk/reviews/2005/die-zauberflote-review-at-glyndebourne-sussex/,Die Zauberflote,Glyndebourne Sussex,Die Zauberflote review at Glyndebourne Sussex,,2005-05-26,George Hall,"There are many ways to present The Magic Flute, and Adrian Noble’s Oriental fairy-tale production, with colourful designs by Anthony Ward, is as engaging and attractive as any. It is also wonderfully conducted by Sir Charles Mackerras, who manages to combine dynamism with flexibility in a performance that benefits greatly from the period colours of the Orchestra of the Age of Enlightenment. The music flows and the production flows with it.American tenor Eric Cutler’s bright, forward tone aids him in the presentation of a winning Tamino, and Lisa Milne’s warm lyricism matches him nicely as Pamina. Canadian soprano Aline Kutan lacks some presence as the Queen of the Night but she has all the notes. As Sarastro, German bass Alfred Reiter supplies both notes and presence.In secondary roles, Robert Lloyd sings an unusually dignified Speaker, Wolfgang Ablinger-Sperrhacke is a vivid Monostatos, and Claire Ormshaw misses not a trick as Papagena.But Mozart’s librettist, the actor/writer/singer Emanuel Schikaneder, certainly knew what he was doing when he wrote the role of Papageno for himself. To really succeed it needs, as well as the highest acting skills and vocal finesse, the ability to connect with the audience. Christopher Maltman has it all, and his command of comedy, humanity and pathos is complete. This exceptional baritone impresses more with every performance, but this is his finest achievement so far. He steals the show – and it is a very good show to steal.
Glyndebourne, Sussex, June 21-July 10"
1376,La Cenerentola review at Glyndebourne Festival Theatre,https://www.thestage.co.uk/reviews/2005/la-cenerentola-review-at-glyndebourne-festival-theatre/,La Cenerentola,Glyndebourne Festival Theatre,La Cenerentola review at Glyndebourne Festival Theatre,,2005-05-26,David Blewitt,"Confronted with Rossini’s dark yet captivating take on the Cinderella story, directors often opt for commedia capering and mugging. Fortunately, Peter Hall takes the piece seriously. The comedy mostly arises naturally from the action allowing the music’s restless, at times haunting, subtext to really tell.Vladimir Jurowski’s conducting of the London Philharmonic makes doubly sure. Crystalline textures, rhythmic verve and an almost impeccable pacing propel the drama towards its enigmatic conclusion with a compelling urgency. Only occasionally does he unnecessarily push tempos to the limit.However, there is the distinct feel that Jurowski is reining in the score’s inner energy, smoothing out its rawer elements, its harsher insights. Similarly, Hall’s unfolding of the narrative may seem to probe deep the harsh inequities of a dysfunctional family, to lay bare social greed and envy, love and hatred, but the effect is nondescript.That the input of two such heavyweights results merely in an untaxing evening’s entertainment is the result, I fear, of lightweight casting. Nathan Berg’s sonorous Alidoro excepted, the voices are small-scale while there is little welly to the acting. Cenerentola needs stronger performers to reveal its painful truths.The ladies cope best, with Ruxandra Donose a spirited Cenerentola, though runs are sometimes smudged. Raquella Sheeran and Lucia Cirillo are the credibly unlovable Clorinda and Tisbe.Maxim Mironov’s weedy Don Ramiro fields a tremulous high tenor, Simone Alberghini’s sober Dandini a rather unfocused baritone. The Don Magnifico mugs and barks like a provincial Italian buffo. Settings and costumes are conventional period, Peter Mumford’s lighting distractingly twitchy.
Glyndebourne Festival Theatre, Composer: Gioachino Rossini"
1377,Jephtha review at Coliseum London,https://www.thestage.co.uk/reviews/2005/jephtha-review-at-coliseum-london/,Jephtha,Coliseum London,Jephtha review at Coliseum London,,2005-05-20,George Hall,"Katie Mitchell’s production is shared with Welsh National Opera, where it opened in 2003. It is a serious attempt to stage Handel’s Biblical oratorio about an Israelite leader who swears that if he is victorious in battle he will sacrifice the first living thing he meets on his return. This proves to be his daughter Iphis and after much lamenting and wailing, the sacrifice is averted only by angelic intervention.Worthy though the attempt is, it fails on a number of counts. Handel’s oratorios were not designed to be staged and their structure is essentially non-theatrical. Mitchell’s busy direction of both principals and chorus underlines rather than disguises this fact.Though Vicki Mortimer’s swiftly changing set – a war-damaged hotel, with the cast dressed in late forties gear – is a brilliant piece of work, the period is not one associated with ritual human sacrifice. No two people I spoke to had the same opinion as to where the staging is set. This story could only make sense in the setting of an ancient, deeply religious culture.The singers work hard but they compromise Handel’s lines with shouting, as if this were a verismo barnstormer. His music would have more impact if simply and carefully sung. Some of the voices are small scale for London’s largest theatre and diction is woefully poor.Nor is Nicholas Kraemer’s conducting inspiring. ENO’s policy of staging oratorios needs serious reconsideration.
Coliseum, London, May 12, 14, 18, 20, 25, June 3, 7, 9, 15"
